alert_id,customer_id,trigger_rule,alert_date,analyst_decision,investigation_time_minutes
ALT_03723,CUST_0230,rapid_movement,2024-12-15,SAR_filed,26
ALT_03724,CUST_0231,geographic_risk,2024-04-20,SAR_filed,28
ALT_03725,CUST_0231,threshold,2024-05-22,cleared,18
ALT_03726,CUST_0231,threshold,2024-06-17,cleared,32
ALT_03727,CUST_0231,geographic_risk,2024-07-25,cleared,24
ALT_03728,CUST_0231,geographic_risk,2024-08-25,cleared,22
ALT_03729,CUST_0232,structuring,2024-01-15,cleared,21
ALT_03730,CUST_0232,geographic_risk,2024-03-15,cleared,29
ALT_03731,CUST_0232,structuring,2024-04-27,SAR_filed,41
ALT_03732,CUST_0232,large_cash,2024-06-24,cleared,33
ALT_03733,CUST_0232,rapid_movement,2024-11-19,cleared,39
ALT_03734,CUST_0233,structuring,2024-03-25,cleared,38
ALT_03735,CUST_0233,rapid_movement,2024-04-25,SAR_filed,23
ALT_03736,CUST_0233,threshold,2024-06-25,cleared,43
ALT_03737,CUST_0233,threshold,2024-09-22,escalated,29
ALT_03738,CUST_0234,threshold,2024-01-21,cleared,42
ALT_03739,CUST_0234,threshold,2024-02-23,SAR_filed,36
ALT_03740,CUST_0234,threshold,2024-03-15,cleared,28
ALT_03741,CUST_0234,threshold,2024-04-25,SAR_filed,42
ALT_03742,CUST_0234,large_cash,2024-04-25,escalated,38
ALT_03743,CUST_0234,geographic_risk,2024-04-17,cleared,23
ALT_03744,CUST_0234,threshold,2024-05-17,cleared,42
ALT_03745,CUST_0234,structuring,2024-05-26,cleared,32
ALT_03746,CUST_0234,threshold,2024-06-26,SAR_filed,23
ALT_03747,CUST_0234,large_cash,2024-06-27,SAR_filed,43
ALT_03748,CUST_0234,structuring,2024-06-25,cleared,43
ALT_03749,CUST_0234,rapid_movement,2024-06-21,cleared,16
ALT_03750,CUST_0234,threshold,2024-07-26,SAR_filed,23
ALT_03751,CUST_0234,large_cash,2024-07-18,cleared,22
ALT_03752,CUST_0234,structuring,2024-07-15,cleared,39
ALT_03753,CUST_0234,threshold,2024-08-19,cleared,41
ALT_03754,CUST_0234,large_cash,2024-08-21,cleared,17
ALT_03755,CUST_0234,structuring,2024-08-24,SAR_filed,15
ALT_03756,CUST_0234,threshold,2024-09-21,cleared,27
ALT_03757,CUST_0234,threshold,2024-10-26,cleared,17
ALT_03758,CUST_0234,structuring,2024-10-20,cleared,30
ALT_03759,CUST_0234,dormant_activation,2024-10-23,escalated,38
ALT_03760,CUST_0234,rapid_movement,2024-10-19,cleared,30
ALT_03761,CUST_0234,threshold,2024-11-16,SAR_filed,38
ALT_03762,CUST_0234,structuring,2024-11-18,SAR_filed,18
ALT_03763,CUST_0234,large_cash,2024-11-20,cleared,39
ALT_03764,CUST_0234,threshold,2024-12-16,cleared,17
ALT_03765,CUST_0235,threshold,2024-01-24,escalated,19
ALT_03766,CUST_0235,threshold,2024-02-19,cleared,27
ALT_03767,CUST_0235,threshold,2024-07-25,SAR_filed,44
ALT_03768,CUST_0235,threshold,2024-08-15,cleared,31
ALT_03769,CUST_0235,threshold,2024-09-26,cleared,30
ALT_03770,CUST_0235,threshold,2024-10-20,escalated,29
ALT_03771,CUST_0235,rapid_movement,2024-10-27,escalated,30
ALT_03772,CUST_0235,geographic_risk,2024-10-26,escalated,37
ALT_03773,CUST_0235,threshold,2024-11-19,cleared,18
ALT_03774,CUST_0235,rapid_movement,2024-11-20,SAR_filed,28
ALT_03775,CUST_0235,geographic_risk,2024-11-22,cleared,17
ALT_03776,CUST_0235,threshold,2024-12-19,SAR_filed,42
ALT_03777,CUST_0235,rapid_movement,2024-12-21,cleared,37
ALT_03778,CUST_0235,geographic_risk,2024-12-25,cleared,37
ALT_03779,CUST_0236,large_cash,2024-06-25,cleared,27
ALT_03780,CUST_0236,threshold,2024-10-27,cleared,22
ALT_03781,CUST_0237,threshold,2024-01-23,escalated,23
ALT_03782,CUST_0237,threshold,2024-08-17,SAR_filed,30
ALT_03783,CUST_0237,threshold,2024-09-18,SAR_filed,44
ALT_03784,CUST_0237,geographic_risk,2024-09-27,cleared,38
ALT_03785,CUST_0237,threshold,2024-10-15,cleared,44
ALT_03786,CUST_0237,rapid_movement,2024-10-20,SAR_filed,20
ALT_03787,CUST_0237,geographic_risk,2024-10-17,cleared,15
ALT_03788,CUST_0237,threshold,2024-11-24,SAR_filed,41
ALT_03789,CUST_0237,rapid_movement,2024-11-26,escalated,44
ALT_03790,CUST_0237,geographic_risk,2024-11-15,escalated,20
ALT_03791,CUST_0237,threshold,2024-12-22,escalated,37
ALT_03792,CUST_0237,rapid_movement,2024-12-23,cleared,37
ALT_03793,CUST_0237,geographic_risk,2024-12-23,cleared,30
ALT_03794,CUST_0238,structuring,2024-01-27,cleared,33
ALT_03795,CUST_0238,threshold,2024-03-21,escalated,19
ALT_03796,CUST_0238,geographic_risk,2024-05-26,SAR_filed,20
ALT_03797,CUST_0238,geographic_risk,2024-09-16,cleared,18
ALT_03798,CUST_0238,threshold,2024-10-26,cleared,31
ALT_03799,CUST_0239,structuring,2024-02-21,cleared,37
ALT_03800,CUST_0239,rapid_movement,2024-03-24,escalated,43
ALT_03801,CUST_0239,threshold,2024-07-21,SAR_filed,25
ALT_03802,CUST_0239,rapid_movement,2024-07-21,SAR_filed,35
ALT_03803,CUST_0239,geographic_risk,2024-08-26,cleared,38
ALT_03804,CUST_0240,threshold,2024-01-15,SAR_filed,34
ALT_03805,CUST_0240,structuring,2024-01-26,cleared,42
ALT_03806,CUST_0240,threshold,2024-02-23,cleared,26
ALT_03807,CUST_0240,threshold,2024-03-25,escalated,25
ALT_03808,CUST_0240,threshold,2024-04-16,SAR_filed,27
ALT_03809,CUST_0240,large_cash,2024-04-16,cleared,40
ALT_03810,CUST_0240,threshold,2024-05-25,escalated,23
ALT_03811,CUST_0240,rapid_movement,2024-05-24,SAR_filed,26
ALT_03812,CUST_0240,threshold,2024-06-25,escalated,37
ALT_03813,CUST_0240,threshold,2024-07-21,cleared,33
ALT_03814,CUST_0240,rapid_movement,2024-07-16,cleared,41
ALT_03815,CUST_0240,dormant_activation,2024-07-15,SAR_filed,33
ALT_03816,CUST_0240,threshold,2024-08-27,SAR_filed,30
ALT_03817,CUST_0240,threshold,2024-09-20,cleared,37
ALT_03818,CUST_0240,threshold,2024-10-22,escalated,39
ALT_03819,CUST_0240,threshold,2024-11-25,escalated,16
ALT_03820,CUST_0240,geographic_risk,2024-11-17,cleared,30
ALT_03821,CUST_0240,threshold,2024-12-27,SAR_filed,15
ALT_03822,CUST_0240,rapid_movement,2024-12-19,SAR_filed,29
ALT_03823,CUST_0240,geographic_risk,2024-12-15,cleared,40
ALT_03824,CUST_0240,large_cash,2024-12-17,cleared,36
ALT_03825,CUST_0240,structuring,2024-12-19,cleared,25
ALT_03826,CUST_0240,dormant_activation,2024-12-18,cleared,40
ALT_03827,CUST_0241,threshold,2024-01-26,cleared,21
ALT_03828,CUST_0241,threshold,2024-02-21,SAR_filed,39
ALT_03829,CUST_0241,rapid_movement,2024-02-27,escalated,21
ALT_03830,CUST_0241,geographic_risk,2024-02-22,SAR_filed,44
ALT_03831,CUST_0241,large_cash,2024-02-26,escalated,23
ALT_03832,CUST_0241,dormant_activation,2024-02-19,cleared,21
ALT_03833,CUST_0241,structuring,2024-02-25,cleared,26
ALT_03834,CUST_0241,threshold,2024-03-24,cleared,40
ALT_03835,CUST_0241,rapid_movement,2024-03-18,escalated,22
ALT_03836,CUST_0241,geographic_risk,2024-03-15,escalated,32
ALT_03837,CUST_0241,dormant_activation,2024-03-18,cleared,18
ALT_03838,CUST_0241,threshold,2024-04-20,SAR_filed,27
ALT_03839,CUST_0241,rapid_movement,2024-04-22,cleared,31
ALT_03840,CUST_0241,geographic_risk,2024-04-16,cleared,27
ALT_03841,CUST_0241,threshold,2024-05-20,SAR_filed,30
ALT_03842,CUST_0241,geographic_risk,2024-05-24,cleared,20
ALT_03843,CUST_0241,structuring,2024-05-20,escalated,19
ALT_03844,CUST_0241,threshold,2024-06-20,escalated,36
ALT_03845,CUST_0241,threshold,2024-07-16,cleared,19
ALT_03846,CUST_0241,geographic_risk,2024-07-22,cleared,32
ALT_03847,CUST_0241,threshold,2024-08-16,cleared,26
ALT_03848,CUST_0241,dormant_activation,2024-08-26,escalated,38
ALT_03849,CUST_0241,threshold,2024-09-22,escalated,44
ALT_03850,CUST_0241,dormant_activation,2024-09-24,cleared,43
ALT_03851,CUST_0241,large_cash,2024-09-16,cleared,21
ALT_03852,CUST_0241,threshold,2024-10-21,cleared,43
ALT_03853,CUST_0241,rapid_movement,2024-10-15,cleared,35
ALT_03854,CUST_0241,geographic_risk,2024-10-27,cleared,27
ALT_03855,CUST_0241,threshold,2024-11-23,cleared,41
ALT_03856,CUST_0241,dormant_activation,2024-11-23,cleared,27
ALT_03857,CUST_0241,geographic_risk,2024-11-19,escalated,31
ALT_03858,CUST_0241,threshold,2024-12-16,cleared,18
ALT_03859,CUST_0242,large_cash,2024-04-26,cleared,26
ALT_03860,CUST_0242,structuring,2024-06-16,cleared,29
ALT_03861,CUST_0242,geographic_risk,2024-11-21,cleared,42
ALT_03862,CUST_0243,structuring,2024-08-17,cleared,27
ALT_03863,CUST_0243,threshold,2024-09-21,cleared,30
ALT_03864,CUST_0243,rapid_movement,2024-10-16,SAR_filed,35
ALT_03865,CUST_0244,threshold,2024-01-17,cleared,30
ALT_03866,CUST_0244,threshold,2024-02-24,SAR_filed,32
ALT_03867,CUST_0244,dormant_activation,2024-02-20,SAR_filed,16
ALT_03868,CUST_0244,threshold,2024-03-18,SAR_filed,22
ALT_03869,CUST_0244,structuring,2024-04-23,SAR_filed,39
ALT_03870,CUST_0244,threshold,2024-04-20,cleared,43
ALT_03871,CUST_0244,rapid_movement,2024-04-27,SAR_filed,16
ALT_03872,CUST_0244,large_cash,2024-04-16,cleared,34
ALT_03873,CUST_0244,threshold,2024-05-17,cleared,39
ALT_03874,CUST_0244,dormant_activation,2024-05-16,escalated,37
ALT_03875,CUST_0244,threshold,2024-06-17,escalated,16
ALT_03876,CUST_0244,rapid_movement,2024-06-20,escalated,40
ALT_03877,CUST_0244,threshold,2024-07-23,cleared,36
ALT_03878,CUST_0244,rapid_movement,2024-07-21,SAR_filed,19
ALT_03879,CUST_0244,threshold,2024-08-26,cleared,27
ALT_03880,CUST_0244,large_cash,2024-08-25,cleared,21
ALT_03881,CUST_0244,dormant_activation,2024-08-25,cleared,31
ALT_03882,CUST_0244,threshold,2024-09-24,cleared,42
ALT_03883,CUST_0244,threshold,2024-10-17,cleared,18
ALT_03884,CUST_0244,rapid_movement,2024-10-16,cleared,39
ALT_03885,CUST_0244,large_cash,2024-10-25,SAR_filed,44
ALT_03886,CUST_0244,dormant_activation,2024-10-17,cleared,26
ALT_03887,CUST_0244,structuring,2024-10-27,cleared,15
ALT_03888,CUST_0244,threshold,2024-11-17,cleared,15
ALT_03889,CUST_0244,rapid_movement,2024-11-24,cleared,19
ALT_03890,CUST_0244,threshold,2024-12-21,cleared,21
ALT_03891,CUST_0244,rapid_movement,2024-12-15,SAR_filed,35
ALT_03892,CUST_0244,dormant_activation,2024-12-21,cleared,18
ALT_03893,CUST_0244,geographic_risk,2024-12-23,cleared,44
ALT_03894,CUST_0246,threshold,2024-03-20,cleared,25
ALT_03895,CUST_0246,threshold,2024-04-23,SAR_filed,34
ALT_03896,CUST_0246,rapid_movement,2024-04-20,cleared,30
ALT_03897,CUST_0246,threshold,2024-05-17,cleared,24
ALT_03898,CUST_0246,rapid_movement,2024-05-25,cleared,43
ALT_03899,CUST_0246,structuring,2024-05-20,cleared,31
ALT_03900,CUST_0246,dormant_activation,2024-05-24,cleared,34
ALT_03901,CUST_0246,threshold,2024-06-19,cleared,24
ALT_03902,CUST_0246,geographic_risk,2024-06-24,cleared,36
ALT_03903,CUST_0246,dormant_activation,2024-06-24,escalated,35
ALT_03904,CUST_0246,threshold,2024-08-19,cleared,23
ALT_03905,CUST_0246,threshold,2024-09-18,SAR_filed,23
ALT_03906,CUST_0246,structuring,2024-09-15,SAR_filed,31
ALT_03907,CUST_0246,threshold,2024-10-20,cleared,19
ALT_03908,CUST_0246,large_cash,2024-10-19,cleared,39
ALT_03909,CUST_0246,structuring,2024-10-17,cleared,29
ALT_03910,CUST_0246,rapid_movement,2024-10-26,SAR_filed,24
ALT_03911,CUST_0246,threshold,2024-11-19,cleared,28
ALT_03912,CUST_0246,large_cash,2024-11-27,cleared,41
ALT_03913,CUST_0246,threshold,2024-12-21,escalated,20
ALT_03914,CUST_0246,dormant_activation,2024-12-21,SAR_filed,42
ALT_03915,CUST_0247,threshold,2024-03-21,cleared,43
ALT_03916,CUST_0247,structuring,2024-07-24,cleared,23
ALT_03917,CUST_0247,threshold,2024-08-17,escalated,24
ALT_03918,CUST_0247,rapid_movement,2024-10-19,cleared,31
ALT_03919,CUST_0247,geographic_risk,2024-10-23,SAR_filed,24
ALT_03920,CUST_0247,dormant_activation,2024-10-20,cleared,19
ALT_03921,CUST_0248,threshold,2024-02-24,cleared,23
ALT_03922,CUST_0248,geographic_risk,2024-10-26,cleared,39
ALT_03923,CUST_0249,geographic_risk,2024-03-18,SAR_filed,36
ALT_03924,CUST_0249,large_cash,2024-06-27,SAR_filed,18
ALT_03925,CUST_0249,rapid_movement,2024-09-18,escalated,32
ALT_03926,CUST_0249,large_cash,2024-11-15,escalated,17
ALT_03927,CUST_0249,structuring,2024-12-20,escalated,28
ALT_03928,CUST_0250,threshold,2024-01-18,cleared,44
ALT_03929,CUST_0250,rapid_movement,2024-01-25,cleared,23
ALT_03930,CUST_0250,threshold,2024-02-16,escalated,21
ALT_03931,CUST_0250,rapid_movement,2024-02-17,SAR_filed,17
ALT_03932,CUST_0250,threshold,2024-03-16,cleared,27
ALT_03933,CUST_0250,rapid_movement,2024-03-20,SAR_filed,24
ALT_03934,CUST_0250,dormant_activation,2024-03-24,cleared,15
ALT_03935,CUST_0250,threshold,2024-04-22,cleared,15
ALT_03936,CUST_0250,rapid_movement,2024-04-21,escalated,30
ALT_03937,CUST_0250,threshold,2024-05-23,escalated,35
ALT_03938,CUST_0250,rapid_movement,2024-05-23,cleared,30
ALT_03939,CUST_0250,threshold,2024-06-27,cleared,44
ALT_03940,CUST_0250,rapid_movement,2024-06-25,cleared,43
ALT_03941,CUST_0250,geographic_risk,2024-06-24,escalated,28
ALT_03942,CUST_0250,threshold,2024-07-19,cleared,40
ALT_03943,CUST_0250,rapid_movement,2024-07-26,cleared,15
ALT_03944,CUST_0250,dormant_activation,2024-07-20,cleared,29
ALT_03945,CUST_0250,structuring,2024-07-25,SAR_filed,23
ALT_03946,CUST_0250,geographic_risk,2024-07-21,escalated,37
ALT_03947,CUST_0250,threshold,2024-08-22,cleared,17
ALT_03948,CUST_0250,rapid_movement,2024-08-27,SAR_filed,18
ALT_03949,CUST_0250,threshold,2024-09-18,cleared,28
ALT_03950,CUST_0250,rapid_movement,2024-09-26,cleared,25
ALT_03951,CUST_0250,threshold,2024-10-15,cleared,21
ALT_03952,CUST_0250,rapid_movement,2024-10-18,escalated,30
ALT_03953,CUST_0250,large_cash,2024-10-17,SAR_filed,43
ALT_03954,CUST_0250,structuring,2024-10-20,escalated,34
ALT_03955,CUST_0250,threshold,2024-11-16,escalated,28
ALT_03956,CUST_0250,rapid_movement,2024-11-24,escalated,36
ALT_03957,CUST_0250,geographic_risk,2024-11-27,SAR_filed,22
ALT_03958,CUST_0250,threshold,2024-12-23,cleared,15
ALT_03959,CUST_0250,rapid_movement,2024-12-27,escalated,24
ALT_03960,CUST_0251,rapid_movement,2024-04-15,SAR_filed,18
ALT_03961,CUST_0251,geographic_risk,2024-08-26,escalated,36
ALT_03962,CUST_0251,structuring,2024-09-15,cleared,17
ALT_03963,CUST_0251,large_cash,2024-11-23,cleared,33
ALT_03964,CUST_0252,threshold,2024-01-16,cleared,31
ALT_03965,CUST_0252,dormant_activation,2024-01-15,escalated,24
ALT_03966,CUST_0252,threshold,2024-03-27,cleared,17
ALT_03967,CUST_0252,threshold,2024-05-15,cleared,24
ALT_03968,CUST_0252,dormant_activation,2024-05-21,cleared,36
ALT_03969,CUST_0252,structuring,2024-05-16,cleared,19
ALT_03970,CUST_0252,geographic_risk,2024-05-24,escalated,23
ALT_03971,CUST_0252,threshold,2024-06-15,cleared,31
ALT_03972,CUST_0252,geographic_risk,2024-06-17,escalated,36
ALT_03973,CUST_0252,dormant_activation,2024-06-26,SAR_filed,27
ALT_03974,CUST_0252,threshold,2024-07-25,cleared,21
ALT_03975,CUST_0252,structuring,2024-07-18,cleared,33
ALT_03976,CUST_0252,large_cash,2024-07-27,escalated,42
ALT_03977,CUST_0252,rapid_movement,2024-07-22,cleared,42
ALT_03978,CUST_0252,threshold,2024-09-24,SAR_filed,22
ALT_03979,CUST_0252,threshold,2024-11-15,cleared,41
ALT_03980,CUST_0252,dormant_activation,2024-11-17,cleared,35
ALT_03981,CUST_0252,rapid_movement,2024-11-27,escalated,19
ALT_03982,CUST_0252,geographic_risk,2024-11-16,escalated,20
ALT_03983,CUST_0252,geographic_risk,2024-12-17,cleared,15
ALT_03984,CUST_0253,large_cash,2024-01-24,escalated,43
ALT_03985,CUST_0253,structuring,2024-03-21,cleared,32
ALT_03986,CUST_0253,rapid_movement,2024-11-17,escalated,19
ALT_03987,CUST_0254,threshold,2024-01-20,SAR_filed,32
ALT_03988,CUST_0254,rapid_movement,2024-01-21,SAR_filed,42
ALT_03989,CUST_0254,threshold,2024-02-27,cleared,44
ALT_03990,CUST_0254,rapid_movement,2024-02-24,cleared,28
ALT_03991,CUST_0254,structuring,2024-02-23,cleared,39
ALT_03992,CUST_0254,large_cash,2024-02-22,cleared,27
ALT_03993,CUST_0254,threshold,2024-03-22,cleared,41
ALT_03994,CUST_0254,large_cash,2024-03-18,cleared,18
ALT_03995,CUST_0254,dormant_activation,2024-03-24,cleared,17
ALT_03996,CUST_0254,structuring,2024-03-17,SAR_filed,32
ALT_03997,CUST_0254,threshold,2024-04-16,cleared,36
ALT_03998,CUST_0254,threshold,2024-05-18,cleared,28
ALT_03999,CUST_0254,structuring,2024-05-22,escalated,37
ALT_04000,CUST_0254,rapid_movement,2024-05-26,escalated,28
ALT_04001,CUST_0254,threshold,2024-06-24,escalated,22
ALT_04002,CUST_0254,threshold,2024-07-24,cleared,26
ALT_04003,CUST_0254,large_cash,2024-07-25,cleared,34
ALT_04004,CUST_0254,threshold,2024-08-20,escalated,39
ALT_04005,CUST_0254,structuring,2024-08-27,cleared,28
ALT_04006,CUST_0254,threshold,2024-09-20,escalated,24
ALT_04007,CUST_0254,threshold,2024-10-26,escalated,37
ALT_04008,CUST_0254,threshold,2024-11-16,cleared,44
ALT_04009,CUST_0254,threshold,2024-12-25,cleared,24
ALT_04010,CUST_0255,rapid_movement,2024-01-17,escalated,36
ALT_04011,CUST_0255,rapid_movement,2024-02-19,cleared,31
ALT_04012,CUST_0255,rapid_movement,2024-03-24,SAR_filed,38
ALT_04013,CUST_0255,dormant_activation,2024-03-21,escalated,30
ALT_04014,CUST_0255,geographic_risk,2024-03-22,cleared,32
ALT_04015,CUST_0255,rapid_movement,2024-04-18,cleared,35
ALT_04016,CUST_0255,rapid_movement,2024-05-22,cleared,21
ALT_04017,CUST_0255,rapid_movement,2024-06-17,escalated,31
ALT_04018,CUST_0255,rapid_movement,2024-07-27,cleared,17
ALT_04019,CUST_0255,rapid_movement,2024-08-26,cleared,20
ALT_04020,CUST_0255,structuring,2024-08-27,SAR_filed,23
ALT_04021,CUST_0255,rapid_movement,2024-09-25,cleared,38
ALT_04022,CUST_0255,dormant_activation,2024-09-23,cleared,35
ALT_04023,CUST_0255,structuring,2024-09-23,SAR_filed,36
ALT_04024,CUST_0255,rapid_movement,2024-10-16,cleared,38
ALT_04025,CUST_0255,rapid_movement,2024-11-25,SAR_filed,25
ALT_04026,CUST_0255,rapid_movement,2024-12-18,cleared,38
ALT_04027,CUST_0256,threshold,2024-01-27,escalated,26
ALT_04028,CUST_0256,threshold,2024-02-19,escalated,40
ALT_04029,CUST_0256,threshold,2024-03-24,cleared,39
ALT_04030,CUST_0256,structuring,2024-03-22,escalated,35
ALT_04031,CUST_0256,threshold,2024-04-25,cleared,32
ALT_04032,CUST_0256,geographic_risk,2024-04-18,cleared,18
ALT_04033,CUST_0256,dormant_activation,2024-04-23,escalated,16
ALT_04034,CUST_0256,rapid_movement,2024-04-24,cleared,43
ALT_04035,CUST_0256,threshold,2024-05-27,escalated,16
ALT_04036,CUST_0256,dormant_activation,2024-05-26,cleared,40
ALT_04037,CUST_0256,rapid_movement,2024-05-16,cleared,25
ALT_04038,CUST_0256,threshold,2024-06-19,cleared,15
ALT_04039,CUST_0256,structuring,2024-06-22,escalated,38
ALT_04040,CUST_0256,geographic_risk,2024-06-19,cleared,35
ALT_04041,CUST_0256,threshold,2024-07-21,cleared,37
ALT_04042,CUST_0256,large_cash,2024-07-20,cleared,42
ALT_04043,CUST_0256,threshold,2024-08-27,SAR_filed,27
ALT_04044,CUST_0256,threshold,2024-09-16,escalated,40
ALT_04045,CUST_0256,rapid_movement,2024-09-20,cleared,25
ALT_04046,CUST_0256,geographic_risk,2024-09-27,cleared,19
ALT_04047,CUST_0256,threshold,2024-10-27,escalated,29
ALT_04048,CUST_0256,threshold,2024-11-20,cleared,23
ALT_04049,CUST_0256,threshold,2024-12-27,SAR_filed,40
ALT_04050,CUST_0257,rapid_movement,2024-07-23,escalated,17
ALT_04051,CUST_0257,large_cash,2024-11-24,cleared,23
ALT_04052,CUST_0257,structuring,2024-12-19,cleared,40
ALT_04053,CUST_0258,threshold,2024-01-18,SAR_filed,40
ALT_04054,CUST_0258,large_cash,2024-04-21,cleared,33
ALT_04055,CUST_0258,rapid_movement,2024-05-24,cleared,35
ALT_04056,CUST_0258,large_cash,2024-06-21,cleared,24
ALT_04057,CUST_0258,rapid_movement,2024-08-26,cleared,17
ALT_04058,CUST_0258,threshold,2024-09-25,cleared,44
ALT_04059,CUST_0259,rapid_movement,2024-07-25,cleared,32
ALT_04060,CUST_0259,geographic_risk,2024-10-23,cleared,27
ALT_04061,CUST_0259,rapid_movement,2024-10-15,escalated,19
ALT_04062,CUST_0260,threshold,2024-01-19,SAR_filed,31
ALT_04063,CUST_0260,rapid_movement,2024-01-20,escalated,34
ALT_04064,CUST_0260,threshold,2024-02-21,cleared,37
ALT_04065,CUST_0260,rapid_movement,2024-02-21,escalated,29
ALT_04066,CUST_0260,structuring,2024-02-17,cleared,20
ALT_04067,CUST_0260,large_cash,2024-02-27,cleared,23
ALT_04068,CUST_0260,threshold,2024-03-19,escalated,20
ALT_04069,CUST_0260,rapid_movement,2024-03-24,cleared,22
ALT_04070,CUST_0260,threshold,2024-04-27,cleared,21
ALT_04071,CUST_0260,rapid_movement,2024-04-24,escalated,26
ALT_04072,CUST_0260,large_cash,2024-04-21,SAR_filed,30
ALT_04073,CUST_0260,structuring,2024-04-18,cleared,17
ALT_04074,CUST_0260,geographic_risk,2024-04-15,escalated,41
ALT_04075,CUST_0260,threshold,2024-05-20,cleared,22
ALT_04076,CUST_0260,rapid_movement,2024-05-18,cleared,37
ALT_04077,CUST_0260,threshold,2024-06-22,escalated,41
ALT_04078,CUST_0260,rapid_movement,2024-06-19,SAR_filed,31
ALT_04079,CUST_0260,threshold,2024-07-25,escalated,17
ALT_04080,CUST_0260,rapid_movement,2024-07-26,escalated,43
ALT_04081,CUST_0260,threshold,2024-08-15,cleared,23
ALT_04082,CUST_0260,rapid_movement,2024-08-25,escalated,15
ALT_04083,CUST_0260,dormant_activation,2024-08-18,cleared,18
ALT_04084,CUST_0260,large_cash,2024-08-19,SAR_filed,21
ALT_04085,CUST_0260,structuring,2024-08-17,cleared,18
ALT_04086,CUST_0260,threshold,2024-09-15,SAR_filed,39
ALT_04087,CUST_0260,rapid_movement,2024-09-23,escalated,20
ALT_04088,CUST_0260,large_cash,2024-09-26,SAR_filed,36
ALT_04089,CUST_0260,threshold,2024-10-27,cleared,29
ALT_04090,CUST_0260,rapid_movement,2024-10-26,escalated,22
ALT_04091,CUST_0260,threshold,2024-11-17,cleared,35
ALT_04092,CUST_0260,rapid_movement,2024-11-15,cleared,20
ALT_04093,CUST_0260,threshold,2024-12-26,SAR_filed,20
ALT_04094,CUST_0260,rapid_movement,2024-12-22,escalated,19
ALT_04095,CUST_0261,threshold,2024-01-24,escalated,25
ALT_04096,CUST_0261,rapid_movement,2024-01-20,escalated,38
ALT_04097,CUST_0261,geographic_risk,2024-01-16,SAR_filed,39
ALT_04098,CUST_0261,threshold,2024-02-25,cleared,18
ALT_04099,CUST_0261,rapid_movement,2024-02-27,escalated,18
ALT_04100,CUST_0261,geographic_risk,2024-02-19,cleared,42
ALT_04101,CUST_0261,threshold,2024-03-23,SAR_filed,34
ALT_04102,CUST_0261,rapid_movement,2024-03-26,SAR_filed,20
ALT_04103,CUST_0261,large_cash,2024-03-25,cleared,30
ALT_04104,CUST_0261,geographic_risk,2024-03-20,cleared,24
ALT_04105,CUST_0261,dormant_activation,2024-03-22,cleared,37
ALT_04106,CUST_0261,threshold,2024-04-16,cleared,25
ALT_04107,CUST_0261,rapid_movement,2024-04-25,cleared,15
ALT_04108,CUST_0261,dormant_activation,2024-04-27,cleared,18
ALT_04109,CUST_0261,threshold,2024-05-27,cleared,40
ALT_04110,CUST_0261,rapid_movement,2024-05-18,SAR_filed,16
ALT_04111,CUST_0261,threshold,2024-06-16,escalated,40
ALT_04112,CUST_0261,rapid_movement,2024-06-23,escalated,15
ALT_04113,CUST_0261,dormant_activation,2024-06-17,cleared,19
ALT_04114,CUST_0261,structuring,2024-06-25,escalated,43
ALT_04115,CUST_0261,geographic_risk,2024-06-15,cleared,17
ALT_04116,CUST_0261,threshold,2024-07-19,SAR_filed,23
ALT_04117,CUST_0261,rapid_movement,2024-07-16,SAR_filed,37
ALT_04118,CUST_0261,dormant_activation,2024-07-26,escalated,31
ALT_04119,CUST_0261,threshold,2024-08-16,SAR_filed,15
ALT_04120,CUST_0261,rapid_movement,2024-08-24,cleared,30
ALT_04121,CUST_0261,threshold,2024-09-19,cleared,25
ALT_04122,CUST_0261,rapid_movement,2024-09-19,cleared,38
ALT_04123,CUST_0261,threshold,2024-10-15,SAR_filed,22
ALT_04124,CUST_0261,rapid_movement,2024-10-16,cleared,34
ALT_04125,CUST_0261,structuring,2024-10-24,cleared,37
ALT_04126,CUST_0261,dormant_activation,2024-10-26,SAR_filed,27
ALT_04127,CUST_0261,geographic_risk,2024-10-20,cleared,38
ALT_04128,CUST_0261,threshold,2024-11-16,SAR_filed,21
ALT_04129,CUST_0261,rapid_movement,2024-11-22,cleared,29
ALT_04130,CUST_0261,threshold,2024-12-25,cleared,22
ALT_04131,CUST_0262,rapid_movement,2024-01-26,cleared,15
ALT_04132,CUST_0262,geographic_risk,2024-03-16,SAR_filed,23
ALT_04133,CUST_0262,large_cash,2024-04-27,SAR_filed,29
ALT_04134,CUST_0262,large_cash,2024-06-17,cleared,22
ALT_04135,CUST_0262,rapid_movement,2024-08-19,cleared,44
ALT_04136,CUST_0263,rapid_movement,2024-01-19,cleared,43
ALT_04137,CUST_0263,rapid_movement,2024-02-21,SAR_filed,19
ALT_04138,CUST_0263,rapid_movement,2024-03-15,cleared,41
ALT_04139,CUST_0263,rapid_movement,2024-04-26,SAR_filed,25
ALT_04140,CUST_0263,rapid_movement,2024-05-26,cleared,38
ALT_04141,CUST_0263,geographic_risk,2024-05-27,cleared,39
ALT_04142,CUST_0263,rapid_movement,2024-06-19,escalated,41
ALT_04143,CUST_0263,rapid_movement,2024-07-24,cleared,20
ALT_04144,CUST_0263,geographic_risk,2024-07-23,SAR_filed,22
